utt_id,method,ref,hyp,conf,wer_%,is_score,is_tier,verdict,preserved,lost,verdict_raw,source
VCdaElldPuA_0__242e352e_00_000000_000287,baseline,you can do the same thing with food too putting food in certain containers you can put food in tupperware that you know that they can't open quite yet,you do the same thing with food so you put it in food containers you can put food in doubleware that you know that they can't open quite yet,0.8294645743123417,24.1,4.37,5,P,key+struct,detail,P:key+struct/-detail,judged
VCdaElldPuA_0__242e352e_00_000000_000287,hyp_mbr,you can do the same thing with food too putting food in certain containers you can put food in tupperware that you know that they can't open quite yet,you do the same thing with food so you put it in food containers you can put food in doubleware that you know that they can't open quite yet,0.724,24.1,4.37,5,P,key+sem,detail,P:key+sem/-detail,judged
VCdaElldPuA_0__242e352e_00_000000_000287,hyp_vote_score,you can do the same thing with food too putting food in certain containers you can put food in tupperware that you know that they can't open quite yet,you do the same thing with food so you put it in food containers you can put food in doubleware that you know that they can't open quite yet,0.734,24.1,4.37,5,Y,,,Y,judged
VCdaElldPuA_0__242e352e_00_000000_000287,hyp_vote_conf,you can do the same thing with food too putting food in certain containers you can put food in tupperware that you know that they can't open quite yet,you do the same thing with food so you put it in food containers you can put food in doubleware that you know that they can't open quite yet,0.734,24.1,4.37,5,Y,,,Y,judged
VGuWRNMdBYM_1__65dd4dff_00_000000_000252,baseline,we're doing a lot with cash as a test for the year and so far it's failing but i want to talk about how you can get to be in the ballpark of about 20 minutes per month,all your doubles cash has to last for the year and so far it's failed but what type of cash can you get to be in the mall party of about 20 minutes per month,0.7018764410700117,47.4,3.59,4,P,key+struct,detail,P:key+struct/-detail,judged
VGuWRNMdBYM_1__65dd4dff_00_000000_000252,hyp_mbr,we're doing a lot with cash as a test for the year and so far it's failing but i want to talk about how you can get to be in the ballpark of about 20 minutes per month,all your doubles cash has to last for the year and so far it's failed but what type of cash can you get to be in the mall partying for about 20 minutes per month,0.632,50.0,3.59,4,P,struct,key,P:struct/-key,judged
VGuWRNMdBYM_1__65dd4dff_00_000000_000252,hyp_vote_score,we're doing a lot with cash as a test for the year and so far it's failing but i want to talk about how you can get to be in the ballpark of about 20 minutes per month,all your doubles cash has to last for the year and so far it's failed but what type of cash can you get to be in the mall partying about 20 minutes per month,0.696,47.4,3.59,4,P,key+struct,detail,P:key+struct/-detail,judged
VGuWRNMdBYM_1__65dd4dff_00_000000_000252,hyp_vote_conf,we're doing a lot with cash as a test for the year and so far it's failing but i want to talk about how you can get to be in the ballpark of about 20 minutes per month,all your doubles cash has to last for the year and so far it's failed but what type of cash can you get to be in the mall of about 20 minutes per month,0.698,44.7,3.59,4,P,key+struct,detail,P:key+struct/-detail,judged
VH9ViFQsS0s_1__591b7072_00_000000_000092,baseline,i'm on site overnight,i'm outside overnight,0.683566689491272,50.0,3.48,4,Y,,,Y,judged
VH9ViFQsS0s_1__591b7072_00_000000_000092,hyp_mbr,i'm on site overnight,i'm outside overnight,0.583,50.0,3.48,4,P,key,detail,P:key/-detail,judged
VH9ViFQsS0s_1__591b7072_00_000000_000092,hyp_vote_score,i'm on site overnight,i'm outside overnight,0.532,50.0,3.48,4,P,sem,key,P:sem/-key,judged
VH9ViFQsS0s_1__591b7072_00_000000_000092,hyp_vote_conf,i'm on site overnight,i'm outside overnight,0.546,50.0,3.48,4,P,key,detail,P:key/-detail,judged
VHAbZun15gc_7__fa74d3fa_00_000000_000246,baseline,i was like can i just shake my booty because i guess that's what i'm here for you know just take some booty and have some fun like i don't know,i was like can i just stay at my boyfriend's because i guess that's why i'm here for work and i used to have some fun like i don't,0.673066729358558,38.7,2.95,3,P,struct,key,P:struct/-key,judged
VHAbZun15gc_7__fa74d3fa_00_000000_000246,hyp_mbr,i was like can i just shake my booty because i guess that's what i'm here for you know just take some booty and have some fun like i don't know,i was like can i just stay at my boyfriend's because i guess that's why i'm here for work and i used to have some fun like i don't,0.606,38.7,2.95,3,P,key+sem,detail,P:key+sem/-detail,judged
VHAbZun15gc_7__fa74d3fa_00_000000_000246,hyp_vote_score,i was like can i just shake my booty because i guess that's what i'm here for you know just take some booty and have some fun like i don't know,i was like can i just stay at my boyfriend's because i guess that's why i'm here for work and i used to have some fun like i don't,0.669,38.7,2.95,3,P,struct,key,P:struct/-key,judged
VHAbZun15gc_7__fa74d3fa_00_000000_000246,hyp_vote_conf,i was like can i just shake my booty because i guess that's what i'm here for you know just take some booty and have some fun like i don't know,i was like can i just stay at my boyfriend's because i guess that's why i'm here for work and i used to have some fun like i don't,0.669,38.7,2.95,3,P,struct,key,P:struct/-key,judged
VI-3EHJ-2pI_1__e8f492eb_00_000000_000090,baseline,do is either sit or stand the baby up on a chair,either standing or sitting the baby up on a chair,0.7072177946567535,33.3,3.75,4,Y,,,Y,judged
VI-3EHJ-2pI_1__e8f492eb_00_000000_000090,hyp_mbr,do is either sit or stand the baby up on a chair,was either standing or sitting the baby up on a chair,0.651,33.3,3.75,4,Y,,,Y,judged
VI-3EHJ-2pI_1__e8f492eb_00_000000_000090,hyp_vote_score,do is either sit or stand the baby up on a chair,either standing or sitting the baby up on a chair,0.579,33.3,3.75,4,Y,,,Y,judged
VI-3EHJ-2pI_1__e8f492eb_00_000000_000090,hyp_vote_conf,do is either sit or stand the baby up on a chair,either sitting or sitting the baby up on a chair,0.583,33.3,3.75,4,P,key+struct,detail,P:key+struct/-detail,judged
VLZS8PvgCqM_0__6732db8a_00_000000_000267,baseline,hello there scorpio and scorpio risings how are you i am mama maga and here we are looking,,,100.0,0.0,1,N,,,auto-N,auto
VLZS8PvgCqM_0__6732db8a_00_000000_000267,hyp_mbr,hello there scorpio and scorpio risings how are you i am mama maga and here we are looking,,,100.0,0.0,1,N,,,auto-N,auto
VLZS8PvgCqM_0__6732db8a_00_000000_000267,hyp_vote_score,hello there scorpio and scorpio risings how are you i am mama maga and here we are looking,,,100.0,0.0,1,N,,,auto-N,auto
VLZS8PvgCqM_0__6732db8a_00_000000_000267,hyp_vote_conf,hello there scorpio and scorpio risings how are you i am mama maga and here we are looking,,,100.0,0.0,1,N,,,auto-N,auto
VMWNq9cCXU4_12__451829a4_00_000000_000185,baseline,cartoon characters the blue and the red those things change all the time on influenza which is why we have to re evaluate,are constantly changing in some unique way those things change all the time influencing which is why we have to reach,0.7796545991940158,47.8,2.59,3,P,key+sem,detail,P:key+sem/-detail,judged
VMWNq9cCXU4_12__451829a4_00_000000_000185,hyp_mbr,cartoon characters the blue and the red those things change all the time on influenza which is why we have to re evaluate,are constantly changing in some unique way those things change all the time influencing which is why we have to reach,0.694,47.8,2.59,3,P,struct+sem,detail,P:struct+sem/-detail,judged
VMWNq9cCXU4_12__451829a4_00_000000_000185,hyp_vote_score,cartoon characters the blue and the red those things change all the time on influenza which is why we have to re evaluate,are constantly changing in some unique way those things change all the time influencing which is why we have to reach,0.681,47.8,2.59,3,P,struct+sem,key,P:struct+sem/-key,judged
VMWNq9cCXU4_12__451829a4_00_000000_000185,hyp_vote_conf,cartoon characters the blue and the red those things change all the time on influenza which is why we have to re evaluate,are constantly changing in some unique way those things change all the time influencing which is why we have to reach,0.683,47.8,2.59,3,P,key+struct,detail,P:key+struct/-detail,judged
VMygSsdhn3g_9__46e7486a_00_000000_000076,baseline,and i had a degree of bitterness about that and resentment,i don't know but,0.2177989725023508,90.9,0.55,1,N,,,N,judged
VMygSsdhn3g_9__46e7486a_00_000000_000076,hyp_mbr,and i had a degree of bitterness about that and resentment,i don't know about that but,0.42,72.7,0.55,1,N,,,N,judged
VMygSsdhn3g_9__46e7486a_00_000000_000076,hyp_vote_score,and i had a degree of bitterness about that and resentment,i don't know but,0.656,90.9,0.55,1,N,,,N,judged
VMygSsdhn3g_9__46e7486a_00_000000_000076,hyp_vote_conf,and i had a degree of bitterness about that and resentment,i don't know but,0.656,90.9,0.55,1,N,,,N,judged
VP-uZT4yTtA_2__b82441fe_00_000000_000360,baseline,i lost 18 there on teva so it's not a big deal i'm not going to go and cry about it all day but at the end of the day it's frustrating because i know i was there i know i was in the green i could have been up a hundred bucks on the day i could have had a hundred dollar deal,,,100.0,0.0,1,N,,,auto-N,auto
VP-uZT4yTtA_2__b82441fe_00_000000_000360,hyp_mbr,i lost 18 there on teva so it's not a big deal i'm not going to go and cry about it all day but at the end of the day it's frustrating because i know i was there i know i was in the green i could have been up a hundred bucks on the day i could have had a hundred dollar deal,,,100.0,0.0,1,N,,,auto-N,auto
VP-uZT4yTtA_2__b82441fe_00_000000_000360,hyp_vote_score,i lost 18 there on teva so it's not a big deal i'm not going to go and cry about it all day but at the end of the day it's frustrating because i know i was there i know i was in the green i could have been up a hundred bucks on the day i could have had a hundred dollar deal,,,100.0,0.0,1,N,,,auto-N,auto
VP-uZT4yTtA_2__b82441fe_00_000000_000360,hyp_vote_conf,i lost 18 there on teva so it's not a big deal i'm not going to go and cry about it all day but at the end of the day it's frustrating because i know i was there i know i was in the green i could have been up a hundred bucks on the day i could have had a hundred dollar deal,,,100.0,0.0,1,N,,,auto-N,auto
VP-uZT4yTtA_2__b82441fe_01_000300_000399,baseline,been up a hundred bucks on the day could have had a hundred hour day easily here,like where are you going to see that on a hot day in the city,0.5232631494601567,94.1,1.69,2,N,,,N,judged
VP-uZT4yTtA_2__b82441fe_01_000300_000399,hyp_mbr,been up a hundred bucks on the day could have had a hundred hour day easily here,like where are you going to see that on a hot day in indianapolis,0.501,88.2,1.69,2,N,,,N,judged
VP-uZT4yTtA_2__b82441fe_01_000300_000399,hyp_vote_score,been up a hundred bucks on the day could have had a hundred hour day easily here,like what are you going to see that on a hot day in the city,0.601,94.1,1.69,2,N,,,N,judged
VP-uZT4yTtA_2__b82441fe_01_000300_000399,hyp_vote_conf,been up a hundred bucks on the day could have had a hundred hour day easily here,like what are you going to see that on that hot day in going to,0.604,100.0,1.69,2,N,,,N,judged
VQfytKqzC1E_0__fe653f47_00_000000_000192,baseline,so i just want to spend a minute talking about the relationship between haydn and ludwig because it was it had its it had its,so i just wanted to spend a bit of time on the relationship between light and darkness,0.831094733932439,64.0,1.85,2,P,struct,key,P:struct/-key,judged
VQfytKqzC1E_0__fe653f47_00_000000_000192,hyp_mbr,so i just want to spend a minute talking about the relationship between haydn and ludwig because it was it had its it had its,so i just wanted to spend a bit of time on the relationship between light and darkness,0.72,64.0,1.85,2,P,struct,key,P:struct/-key,judged
VQfytKqzC1E_0__fe653f47_00_000000_000192,hyp_vote_score,so i just want to spend a minute talking about the relationship between haydn and ludwig because it was it had its it had its,so i just wanted to spend a bit of time on the relationship between light and darkness,0.715,64.0,1.85,2,P,struct,key,P:struct/-key,judged
VQfytKqzC1E_0__fe653f47_00_000000_000192,hyp_vote_conf,so i just want to spend a minute talking about the relationship between haydn and ludwig because it was it had its it had its,so i just wanted to spend a bit of time on the relationship between light and darkness,0.717,64.0,1.85,2,N,,,N,judged
