utt_id,ref,hyp_baseline,conf_baseline,wer_baseline,verdict_baseline,hyp_hyp_mbr,conf_hyp_mbr,wer_hyp_mbr,verdict_hyp_mbr,hyp_hyp_vote_score,conf_hyp_vote_score,wer_hyp_vote_score,verdict_hyp_vote_score,hyp_hyp_vote_conf,conf_hyp_vote_conf,wer_hyp_vote_conf,verdict_hyp_vote_conf
Q8aPjew1aUU_5__621126f2_00_000000_000255,when life itself doesn't have essential worth our opinions about reason and logic and all these other concepts don't have any more value than we give them,a lot of these things haven't existed in our world until our opinion is about reasoning and logic and all these other concepts you don't have any more faith than you want to give up,0.7015686907938549,74.1,P,life doesn't necessarily have to exist in a world of our making it's about reasoning and logic and all these other concepts you don't have any more faith than you want to give up,0.61,66.7,P,life doesn't necessarily have to exist in our world of our opinion is about reasoning and logic and all these other concepts you don't have any more faith than you want to give up,0.635,66.7,P,life of these have to existed in our world our opinion is about reasoning and logic and all these other concepts you don't have any more faith than you to give up,0.647,59.3,P
QBgxetLLWwU_3__8a2d6153_00_000000_000183,so therefore it's attractive and then of course the large manufacturers of soft rings they can apply their distribution networks,is a default tracker and then of course the hardware manufacturers of softwares they can apply their distribution networks,0.7405007810969102,35.0,P,is a default tracker and then of course the hardware manufacturers of softwares they can apply their distribution networks,0.661,35.0,P,is a default tracker and then of course the hardware manufacturers of softwares they can apply their distribution networks,0.673,35.0,P,is a default tracker and then of course the hardware manufacturers of softwares they can apply their distribution networks,0.675,35.0,P
QGisHcZkDaY_34__1e91c02b_00_000000_000256,they work together we enjoy the conversations together we complete the conversations and we are consistent with the working together so those kinds of people,together we enjoy the conversations together we compliment the conversation and we are consistently working together to those kinds of people i,0.8141278194432909,36.0,P,together we enjoy the conversations together we are pleased the conversation and we are consistently working together to those kinds of people i,0.718,40.0,P,together we enjoy the conversations together we compliment the conversation and we are consistently working together to those kinds of people i,0.682,36.0,P,together we enjoy the conversations together we pleased the conversations and we are are working together to those kinds of people i,0.691,32.0,P
QK9a8D0hOoA_8__56dc458f_00_000000_000257,i will receive the multi material unit i should receive it either in end of august beginning of september somewhere around there i believe,i will receive the multimaterial suit and i'll just receive it either in an end of august beginning of september somewhere around there i believe,0.7930623894929886,25.0,P,i will receive the multimaterial suit and i'll just receive it either in an end of august beginning of september somewhere around there i believe,0.694,25.0,P,i will receive the multimaterial suit and i'll just receive it either in an end of august beginning of september somewhere around there i believe,0.669,25.0,Y,i will receive the multimaterial suit and i'll just receive it either in the end of august beginning of september somewhere around there i believe,0.671,25.0,P
QOTYlpAdguM_0__07a5079a_00_000000_000091,point turn your upper body to the right,so i went to the comic book store and,0.5076118326849408,112.5,N,so i went to the amazon rainforest and,0.446,100.0,N,so i went to the comic book store and,0.641,112.5,N,so i went to the book store and,0.662,100.0,N
QSaVjOVcsbo_12__5a17038f_00_000000_000330,who runs around my house destroys everything he touches i love him to death and she works as a registered nurse now there was an issue when i was going into high school,out stories around my house the stories of the ancients and she wanted to hear my stories too there was a year when i was going into high school,0.6762969808588768,57.6,P,out stories around my house the stories of the ancients and she wanted to hear my stories too there was a year when i was going to high school,0.609,60.6,P,out stories around my house the stories of the ancients and she wanted to hear my stories too there was a year when i was going to high school,0.693,60.6,P,out stories around my house the stories of the queens and she wanted to hear my stories too was a year when i was going to high school,0.701,63.6,P
QTKatbZUGNw_0__650684eb_00_000000_000145,how we treat each other is really that internal piece you can't measure very well but you can feel it,trick together is to treat each other as equals you can't boss each other around,0.5739689409732819,85.0,P,trick together is to treat each other as equals you can't boss each other around,0.547,85.0,P,trick together is to treat each other as equals you can't boss each other around,0.583,85.0,P,trick together is to trick each other as equals you can't boss each other around,0.587,90.0,N
QZ5HXjOkrbM_0__af220bb8_00_000000_000134,not surprising given they are manufactured by the same company and the app is also where we get to download the media for free,surprising even they're all manufactured by the same company and the episode where you download the media file,0.7504560819102658,50.0,P,surprising even they're all manufactured by the same company and the episode you're about to download the media,0.714,50.0,P,surprising even they're all manufactured by the same company and the episode allows you download the media,0.66,54.2,P,surprising even they're all manufactured by the same company and the episode you download the media,0.671,54.2,P
Qf7-17qYaZk_11__4bfee990_00_000000_000091,output 3 7 volts,uncomfortable to keep myself at fault and,0.6214593116726194,175.0,N,uncomfortable to keep myself in focus and,0.543,175.0,N,uncomfortable to keep myself at focus and,0.556,175.0,N,uncomfortable to keep myself in fault and,0.563,175.0,N
QgMG5TO3ggI_0__5a5ec408_00_000000_000145,some points here such that the intersection is not empty,right that's exactly the direction i'm heading,0.25258040321724756,90.0,N,right that's exactly the direction i'm headed,0.378,90.0,N,right that's exactly the direction i'm in,0.692,90.0,N,right that's exactly the direction i'm in,0.691,90.0,N
QkPh4vGNpQk_0__6b62da1c_00_000000_000232,and innocent people as they sat eating in cafes and waited to catch trains on their way home from work,some people as they sat in indian cafes and waited to get streets no way home from work but i,0.8281118303537369,50.0,P,some people as they sat in indian cafes and waited to get streets no way home from work but i,0.731,50.0,P,some people as they sat in indian cafes and waited to get streets no way home from work but i,0.693,50.0,P,some people as they sat in indian cafes and waited to get streets no way home from work but i,0.696,50.0,P
QlFx1N8SMMI_9__8b5eb3dc_00_000000_000100,system creates antibodies to fight back crash course explains here,see some gray hair about it and fight back and you'll gradually see my time,0.5630306919415792,130.0,N,see some gray hair about it and fight back and you'll gradually see my time,0.549,130.0,N,see some gray hair about it and fight back and you'll gradually see my time,0.603,130.0,P,see some gray hair about it and fight back you'll gradually see my hair,0.61,120.0,P
QlcZohxNRUE_0__d6f69429_00_000000_000158,when i rest my face it's clean without feeling tight or stripped you know like when your face so dry you smile and it starts bleeding,onto my face it's clean without feeling dirt or sweat when your face don't cry you smile and it starts bleeding,0.7362807833013081,38.5,P,onto my face it's clean without feeling dirt or sweat when your face don't cry you smile and it starts bleeding,0.661,38.5,P,onto my face it's clean without feeling dirt or sweat when your face don't cry you smile and it starts bleeding,0.683,38.5,P,onto my face it's clean without feeling dirt or sweat when your face don't cry you smile and it starts bleeding,0.686,38.5,P
