utt_id,display_name,ref,hyp,hyp_tagged,wer_%,wwer_%,nea_recall_%,nea_precision_%,nea_f1_%,missed_entities,semantic_sim,phonetic_sim,phonetic_matches,phonetic_near_misses,length_ratio,intelligibility_score,intelligibility_tier,intelligibility_label,context_recoverable,context_reason,llm_context_prob,llm_context_reason,failure_mode,success_pattern,topic,ref_words
a0H9fGAhaYw_0__07884570_00_000000_000131,a0H9fGAhaYw_0__07884570,pretty hard to believe we're talking some snow this morning getting into the later half of april,hard to believe we were talking because it was so disappointing and it didn't get any better,hard:rep to:rep believe:rep we:ins were:ins talking:ok because:ins it:ins was:ins so:ins disappointing:ins and:ins it:ins didn't:ins get:ins any:ins better:ins,82.4,82.2,0.0,100.0,0.0,"april, half, later, morning, of, the, this",0.2752,0.4412,1,5,1.000,1.751,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Other,17
a2CS82VZyO4_7__a6316c95_00_000000_000097,a2CS82VZyO4_7__a6316c95,and i have a tablespoon of jalapeno fresh jalapeno,and i have a dietary smoothie i've got the banana called fresh banana,and:ok i:ok have:ok a:ok dietary:ins smoothie:ins i've:ins got:ins the:ins banana:ins called:ins fresh:rep banana:ins,88.9,43.8,0.0,100.0,0.0,fresh,0.5005,0.5556,0,0,1.444,2.074,3,Fair,True,semantic_coherent,0.800,semantic_plus_phonetic,Entity Destruction,,Cooking/Food,9
a7nfrqyhU6w_7__c797f036_00_000000_000246,a7nfrqyhU6w_7__c797f036,premise which i will then draw out to be untrue the thing that i'm going to pick out which is wrong is well let's just say it's not,which i will get to actually in a few minutes the thing that i want to be out with all of you is,which:rep i:rep will:rep get:ins to:rep actually:ins in:ins a:ins few:ins minutes:ins the:ok thing:ok that:ok i:rep want:ins to:ok be:rep out:ok with:ins all:ins of:ins you:ins is:rep,75.0,72.1,8.3,12.5,10.0,"draw, going, just, let, pick, premise, say, then, untrue, well, wrong",0.2722,0.4643,0,6,0.821,1.836,2,Poor,False,content_destroyed,0.300,marginal,High Error Rate,,Other,28
a99AIQDmWHo_14__5c9f3375_00_000000_000239,a99AIQDmWHo_14__5c9f3375,jason asks her what is that she says oh i was pouring wine i poured it for you,and asked what is that she says oh i was pouring why i poured it for you,and:ins asked:ins what:rep is:rep that:rep she:rep says:rep oh:rep i:rep was:rep pouring:rep why:ins i:rep poured:rep it:rep for:rep you:rep,22.2,34.6,0.0,100.0,0.0,jason,0.6641,0.8333,0,2,0.944,3.384,4,Good,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,18
aAij9Le4Xx4_0__18b807c0_00_000000_000148,aAij9Le4Xx4_0__18b807c0,so that's something to consider but if you have a platinum card i called the date of,so that's a misconception but if you have a black and white i call the day,so:ok that's:ok a:rep misconception:ins but:rep if:rep you:rep have:rep a:rep black:ins and:ins white:ins i:ok call:ins the:ok day:ins,52.9,60.0,28.6,28.6,28.6,"called, card, consider, date, platinum",0.2153,0.6176,0,3,0.941,2.354,3,Fair,False,insufficient_signal,0.300,marginal,Accumulated Small Errors,,Other,17
aCS748u9shI_4__9281bc5f_00_000000_000248,aCS748u9shI_4__9281bc5f,mvp then you're the greatest basketball player in that current year if you ace your sat then you are a genius,,,100.0,100.0,0.0,100.0,0.0,"current, mvp, year",0.0000,0.0000,0,0,0.000,0.000,1,Failed,False,empty_output,0.000,empty,Empty Output,,Cooking/Food,21
aGULUaABMlc_0__59576e05_00_000000_000114,aGULUaABMlc_0__59576e05,i felt like we could do this i felt like this is something we can overcome,like we could do this and i felt like this is something we had to overcome,like:rep we:rep could:rep do:rep this:rep and:ins i:rep felt:rep like:rep this:rep is:rep something:rep we:rep had:ins to:ins overcome:ok,31.2,30.0,100.0,75.0,85.7,,0.9017,0.8438,0,1,1.000,4.317,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,Other,16
aHR0fEjS6xg_1__638ae0b2_00_000000_000075,aHR0fEjS6xg_1__638ae0b2,how long will he work for in his working life there's a boy by the way a boy,me so thank you very much for listening,me:ins so:ins thank:ins you:ins very:ins much:ins for:rep listening:ins,100.0,96.3,0.0,0.0,0.0,"'s, boy, life, long, way, work, working",-0.0055,0.1389,0,3,0.444,0.465,1,Failed,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Other,18
aI2b4RMGMh0_0__bb35486f_00_000000_000113,aI2b4RMGMh0_0__bb35486f,something if you're down soft you definitely want to check out,instead of focusing on the negative focus on the,instead:ins of:ins focusing:ins on:ins the:ins negative:ins focus:ins on:ins the:ins,100.0,100.0,0.0,0.0,0.0,"check, definitely, down, soft, want",0.1063,0.2273,1,3,0.818,0.940,1,Failed,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Other,11
aKAhfxmRAVY_12__f0a9f4b9_00_000000_000182,aKAhfxmRAVY_12__f0a9f4b9,these are just a few examples that show the value of sap product lifecycle management solutions we have many many,these are just a few examples that show the value of sbp brought to lifestyle medicine world solutions we have many many,these:ok are:ok just:ok a:ok few:ok examples:ok that:ok show:ok the:ok value:ok of:ok sbp:ins brought:ins to:ins lifestyle:ins medicine:ins world:ins solutions:rep we:rep have:rep many:rep many:rep,30.0,24.2,66.7,61.5,64.0,"lifecycle, management, product, sap",0.3997,0.8500,0,2,1.100,3.474,4,Good,True,moderate_semantic_low_error,0.950,strong_structure_match,,Phonetically Preserved,Education/Academic,20
aMb0p4A-OEo_0__3716f787_00_000000_000121,aMb0p4A-OEo_0__3716f787,the house that we built is called a remote wall,house that would be in the hollywood walk of fame,house:rep that:rep would:ins be:ins in:ins the:rep hollywood:ins walk:ins of:ins fame:ins,90.0,80.0,20.0,25.0,22.2,"built, called, remote, wall",0.2731,0.4000,0,4,1.000,1.843,2,Poor,False,content_destroyed,0.300,marginal,High Error Rate,,DIY/Home,10
abByGmTnZ60_2__c7f01b74_00_000000_000117,abByGmTnZ60_2__c7f01b74,you ask but do not receive because you ask wrongly,has some blue eye stuff pepto bismuth,has:ins some:ins blue:ins eye:ins stuff:ins pepto:ins bismuth:ins,100.0,100.0,0.0,0.0,0.0,"ask, receive, wrongly",0.0530,0.2500,0,5,0.700,0.790,1,Failed,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Other,10
ajEHR2Ajycw_14__39f3ce5a_00_000000_000106,ajEHR2Ajycw_14__39f3ce5a,mode or single player mode by the way this is also a,mode single player mode by any way this is also,mode:ok single:rep player:rep mode:rep by:rep any:ins way:rep this:rep is:rep also:rep,25.0,16.7,100.0,100.0,100.0,,0.8965,0.7917,0,1,0.833,4.406,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Sports/Fitness,12
albpopNvK8E_5__62ad9c0d_00_000000_000150,albpopNvK8E_5__62ad9c0d,you could say the table that is in the room or the table which is in the room,would take the time who that is in this room or the time you wished this room,would:ins take:ins the:rep time:ins who:ins that:ok is:ok in:ok this:ins room:ok or:ok the:ok time:ins you:rep wished:ins this:ins room:rep,61.1,56.5,33.3,25.0,28.6,"say, table",0.4225,0.6389,0,7,0.944,2.641,3,Fair,False,insufficient_signal,0.750,good_overlap_coherent,Content Word Errors,,Other,18
anGypG5-T-8_1__61ebaa94_00_000000_000188,anGypG5-T-8_1__61ebaa94,always sort of alluring to me heath he was always somebody who i admired in a way he was way beyond his,always sort of glorious to me he was always somebody who i admired in a way he was way beyond his,always:ok sort:ok of:ok glorious:ins to:ok me:ok he:rep was:rep always:rep somebody:rep who:rep i:rep admired:rep in:rep a:rep way:rep he:rep was:rep way:rep beyond:rep his:rep,9.1,12.9,71.4,83.3,76.9,"alluring, heath",0.6941,0.9091,0,0,0.955,4.330,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Cooking/Food,22
aoZhuJhVDZQ_3__20a76f91_00_000000_000149,aoZhuJhVDZQ_3__20a76f91,you will come to some defining moment where it will seem as though,comes to some defining moment where you receive this call,comes:ins to:rep some:rep defining:rep moment:rep where:rep you:rep receive:ins this:ins call:ins,61.5,61.1,40.0,40.0,40.0,"come, seem, though",0.5410,0.5000,0,3,0.769,2.628,3,Fair,False,insufficient_signal,0.400,partial_overlap,Content Word Errors,,Other,13
awy4VObEPUk_7__75cff8f7_00_000000_000359,awy4VObEPUk_7__75cff8f7 - Part 1,from an early age up through even college and there's not a whole lot for adults in here but it does give some good general guidelines,of computer geek jumped through leave the netherlands and to stay in hong kong for another year but this is if some good shenanigans,of:ins computer:ins geek:ins jumped:ins through:rep leave:ins the:ins netherlands:ins and:ok to:ins stay:ins in:rep hong:ins kong:ins for:ok another:ins year:ins but:rep this:ins is:ins if:ins some:rep good:rep shenanigans:ins,80.8,82.9,7.1,8.3,7.7,"'s, adults, age, college, early, even, general, give, guidelines, here, lot, up, whole",0.0665,0.3654,0,7,0.923,1.394,2,Poor,False,content_destroyed,0.300,marginal,Phonetically Similar but Wrong Topic,,Other,26
awy4VObEPUk_7__75cff8f7_01_000299_000406,awy4VObEPUk_7__75cff8f7 - Part 2,good general guidelines,just say this,just:ins say:ins this:ins,100.0,100.0,0.0,0.0,0.0,"general, good, guidelines",0.1946,0.1667,0,1,1.000,1.161,2,Poor,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Other,3
axHvF5G186o_18__5a32444d_00_000000_000168,axHvF5G186o_18__5a32444d,he goes how can you point out the speck of dust in your brother's eye when you have a plank in your own eye,how can you point out the speck of dust in your brother's eye when you have a plank in your own eye,how:rep can:rep you:rep point:rep out:rep the:rep speck:rep of:rep dust:rep in:rep your:rep brother's:rep eye:rep when:rep you:rep have:rep a:rep plank:rep in:rep your:rep own:rep eye:rep,8.3,17.1,88.9,100.0,94.1,goes,0.8863,0.9167,0,0,0.917,4.640,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Other,24
b00Zz-l41bg_0__7b0cb5f9_00_000000_000091,b00Zz-l41bg_0__7b0cb5f9,the air in the bottle between trials,and the middle school grades with,and:ins the:rep middle:ins school:ins grades:ins with:ins,100.0,110.0,0.0,0.0,0.0,"air, bottle, trials",0.0061,0.1429,0,0,0.857,0.759,1,Failed,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Other,7
b00Zz-l41bg_9__caaa6422_00_000000_000272,b00Zz-l41bg_9__caaa6422,and instead of using a sampling bottle or metabolism chamber we're just going to use some plastic bags that zip close and this is convenient because,sink and next time a bottle or a metabolism chimera which is going to some plastic bags and some clothes and this is random because,sink:ins and:rep next:ins time:ins a:ok bottle:rep or:rep a:rep metabolism:ok chimera:ins which:ins is:rep going:ok to:ok some:rep plastic:rep bags:rep and:rep some:rep clothes:ins and:rep this:rep is:rep random:ins because:rep,53.8,63.4,35.7,45.5,40.0,"chamber, close, convenient, instead, just, sampling, use, using, zip",0.4023,0.6731,0,7,0.962,2.739,3,Fair,False,insufficient_signal,0.750,good_overlap_coherent,Content Word Errors,,Other,26
b1-EWr3WQhI_0__324a9544_00_000000_000075,b1-EWr3WQhI_0__324a9544,and how we should be and how we have to,i'm so happy to be here today,i'm:ins so:ins happy:ins to:rep be:ok here:ins today:ins,90.0,90.9,0.0,0.0,0.0,have,0.2473,0.3500,0,5,0.700,1.294,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Other,10
b2K8u6wfPhU_0__e8c6e06b_00_000000_000321,b2K8u6wfPhU_0__e8c6e06b,if i have him in my arms and i just want him to go to sleep but he's not but i know lullabies help him i can say hey google turn on lullaby music for baby,if i have him in my arms then i just want him to go to sleep peacefully on my own on the back couch i take kids a turn on the lap of a baby,if:ok i:ok have:ok him:ok in:ok my:ok arms:ok then:ins i:ok just:ok want:ok him:ok to:ok go:ok to:ok sleep:ok peacefully:ins on:rep my:rep own:ins on:rep the:ins back:ins couch:ins i:rep take:ins kids:ins a:ins turn:rep on:rep the:ins lap:ins of:ins a:ins baby:rep,50.0,50.0,0.0,100.0,0.0,google,0.6990,0.6111,0,6,0.972,2.965,3,Fair,True,semantic_coherent,0.900,high_semantic_good_overlap,Accumulated Small Errors,,Entertainment,36
b4a7Ty1TpKU_14__e4a81cf2_00_000000_000073,b4a7Ty1TpKU_14__e4a81cf2,add all the numbers from 1 to 200 in your head,all the words in the world to describe them,all:rep the:rep words:ins in:rep the:rep world:ins to:ok describe:ins them:ins,81.8,85.0,0.0,100.0,0.0,"1, 200",0.1012,0.3182,0,1,0.818,1.250,2,Poor,False,content_destroyed,0.300,marginal,Phonetically Similar but Wrong Topic,,Other,11
b8YOKNUChHo_0__886e3a75_00_000000_000129,b8YOKNUChHo_0__886e3a75,about the being the living in space part that,we're basically about the business of sending kids to live in space,we're:ins basically:ins about:rep the:ok business:ins of:ins sending:ins kids:ins to:ins live:ins in:rep space:rep,111.1,91.7,33.3,16.7,22.2,"living, part",0.5704,0.5556,0,2,1.333,1.984,2,Poor,False,hallucination,0.800,semantic_plus_phonetic,Hallucination,,Other,9
bAPHPOeK1bI_9__d50e2de4_00_000000_000191,bAPHPOeK1bI_9__d50e2de4,i found the balance between reusing sounds in the game creating original sounds was i thought about what the most iconic things were the things that this would really evoke half life to and i,found the balance between reusing sounds from the game and creating original sounds was i thought about what the most iconic things were the things that just would really evoke havoc after havoc,found:rep the:rep balance:rep between:rep reusing:rep sounds:rep from:ins the:rep game:rep and:rep creating:ok original:ok sounds:ok was:ok i:ok thought:ok about:ok what:ok the:ok most:ok iconic:ok things:ok were:ok the:ok things:ok that:ok just:ins would:ok really:ok evoke:ok havoc:ins after:ins havoc:ins,25.7,23.1,86.7,86.7,86.7,"half, life",0.7627,0.8000,0,2,0.943,4.213,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,Cooking/Food,35
bJcvlnxz7Eo_0__4635035c_00_000000_000148,bJcvlnxz7Eo_0__4635035c,i release the muscles so they stay in just a little bit,i know i was pooped i had to reach the muscles so that stage,i:ok know:ins i:rep was:ins pooped:ins i:rep had:ins to:ins reach:ins the:rep muscles:rep so:rep that:ins stage:ins,108.3,72.2,16.7,16.7,16.7,"bit, just, little, release, stay",0.3784,0.4167,0,2,1.167,1.828,2,Poor,False,hallucination,0.400,partial_overlap,Hallucination,,Sports/Fitness,12
bLjyV24KpeY_0__d0de0f63_00_000000_000110,bLjyV24KpeY_0__d0de0f63,what they are is 3d goggles they have two independent screens they're like 850 by,3 years old like that,3:ins years:ins old:ins like:rep that:ins,93.3,96.3,0.0,0.0,0.0,"850, two",0.1476,0.1000,0,1,0.333,0.620,1,Failed,False,content_destroyed,0.100,length_mismatch,Total Topic Drift,,Technology,15
bR80JEaW4LY_0__51c8b7c5_00_000000_000074,bR80JEaW4LY_0__51c8b7c5,before jumping into my scheme let me just tell you that for jeevan anand,before the pyramids came let me just tell you that for 3000 years,before:ok the:ins pyramids:ins came:ins let:rep me:rep just:rep tell:rep you:rep that:rep for:rep 3000:ins years:ins,42.9,56.0,0.0,0.0,0.0,"anand, jeevan",0.2127,0.6071,0,1,0.929,2.223,3,Fair,False,insufficient_signal,0.300,marginal,Accumulated Small Errors,,Other,14
bRgX5RE9SSY_11__fceb2c3f_00_000000_000171,bRgX5RE9SSY_11__fceb2c3f,3 million users about 12 million people who speak about us for our community,three million users about 12 million people who speak about it through their communities,three:ins million:ok users:ok about:ok 12:ok million:ok people:ok who:ok speak:ok about:ok it:ins through:ins their:ins communities:ins,35.7,29.0,66.7,66.7,66.7,3,0.8762,0.7857,0,4,1.000,4.104,5,Excellent,True,semantic_coherent,0.900,high_semantic_good_overlap,,Phonetically Preserved,Other,14
bSi58E25fpk_23__be846574_00_000000_000091,bSi58E25fpk_23__be846574,called autism i have desires to,thank you,thank:ins you:ins,100.0,100.0,0.0,0.0,0.0,"autism, called, desires, have",0.1791,0.0000,0,0,0.333,0.513,1,Failed,False,content_destroyed,0.100,length_mismatch,Total Topic Drift,,Other,6
bUDhJQO8jAQ_18__6ee82b18_00_000000_000117,bUDhJQO8jAQ_18__6ee82b18,or emmy awards and say and i want to thank you,i'm going to tell you a story,i'm:ins going:ins to:rep tell:ins you:rep a:ins story:ins,100.0,112.5,0.0,0.0,0.0,"awards, emmy, say, thank, want",0.1432,0.2273,0,1,0.636,0.858,1,Failed,False,content_destroyed,0.150,unlikely_recoverable,Total Topic Drift,,Politics/News,11
bVu6iqNRdKU_0__56f77672_00_000000_000356,bVu6iqNRdKU_0__56f77672,that's a little difficult that's a difficult question but let's say now we have the dynamic theory theory a past doesn't exist future is a potentiality now what's the b theory,,,100.0,100.0,0.0,100.0,0.0,"b, difficult, dynamic, exist, future, have, let, little, now, past, potentiality, question, say, theory",0.0000,0.0000,0,0,0.000,0.000,1,Failed,False,empty_output,0.000,empty,Empty Output,,Education/Academic,31
bY3P6NyxhVo_2__9b18054a_00_000000_000121,bY3P6NyxhVo_2__9b18054a,alrighty guys you guys start our 3d video at the field today and now we're back at your studio,guys so that's the video of the first kick they were back in the studio,guys:rep so:ins that's:ins the:rep video:rep of:ins the:rep first:ins kick:ins they:ins were:ins back:rep in:ins the:rep studio:rep,73.7,74.3,0.0,100.0,0.0,"alrighty, today",0.4653,0.4474,0,7,0.789,2.002,3,Fair,False,content_destroyed,0.300,marginal,Entity Destruction,,Entertainment,19
bgK87tmRVeY_14__53d4001d_00_000000_000359,bgK87tmRVeY_14__53d4001d - Part 1,the art of adding multiple poles of articulation alongside and parallel to the main conductors of the cable we then started to ask ourselves well we've got this ability to do this,art of adding multiple poles of articulation alongside in parallel to the main conductors of the cable we then started to ask ourselves well we've got this ability to do,art:rep of:rep adding:rep multiple:rep poles:rep of:rep articulation:rep alongside:rep in:ins parallel:rep to:rep the:rep main:rep conductors:rep of:rep the:rep cable:rep we:rep then:rep started:rep to:rep ask:rep ourselves:rep well:rep we've:rep got:rep this:rep ability:rep to:rep do:rep,9.4,10.4,100.0,100.0,100.0,,0.9937,0.9219,0,1,0.938,4.746,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Entertainment,32
